PG.ProteinGroups,"[1] 1_2-A,1_1_9293","[2] 3_2-A,2_1_9297","[3] 4_2-A,3_1_9281","[4] 5_2-A,4_1_9305","[5] 6_2-A,5_1_9287","[6] 7_2-A,6_1_9303","[8] 9_2-A,8_1_9288","[9] 10_2-A,9_1_9292","[10] 12_2-A,10_1_9299","[11] 15_2-A,11_1_9280","[12] 16_2-A,12_1_9308","[13] 17_2-B,1_1_9284","[14] 23_2-B,2_1_9289","[15] 25_2-B,3_1_9304","[16] 26_2-B,4_1_9282","[17] 27_2-B,5_1_9296","[18] 28_2-B,6_1_9283","[19] 29_2-B,7_1_9307","[20] 34_2-B,8_1_9309","[21] 42_2-B,9_1_9294","[22] 43_2-B,10_1_9302","[23] 44_2-B,11_1_9300","[24] 46_2-B,12_1_9301","[25] 47_2-C,1_1_9285","[26] 53_2-C,2_1_9310","[27] 56_2-C,3_1_9290","[28] 57_2-C,4_1_9306","[29] 58_2-C,5_1_9291","[30] 61_2-C,6_1_9298","[31] QC01_2-C,7_1_9279","[32] QC02_2-C,8_1_9295","[33] QC03_2-C,9_1_9311"
A0A2R8QAB1;Q802D2,32.13204575,41.09568024,32.04395676,36.06262589,35.18917465,21.1799221,37.18446732,30.03275299,62.24780273,21.74768829,24.87537956,37.53097534,29.4099884,42.13479614,20.50998688,37.84426498,32.55942154,39.43756866,38.16707993,34.19085693,33.81668091,26.48215866,35.85427856,35.06093597,35.09075928,47.09183121,32.31367874,36.7910614,52.07134628,26.57723618,33.67073822,43.01069641
A0A2R8QAD2,687.4996338,611.6177368,652.5757446,644.616333,629.7977295,623.5140381,644.0837402,612.5593262,638.0346069,676.7247314,603.2318726,637.765625,627.8741455,617.1142578,650.817688,645.6608887,610.2653809,608.7648926,624.4612427,638.9383545,661.0137939,657.4073486,634.8965454,698.8545532,636.6449585,666.8151245,638.6432495,651.8366089,639.7276001,616.7915039,602.927063,655.7565308
A0A2R8QAK8,234.6066132,245.9548492,219.434967,221.3735504,215.9864655,215.8218994,190.4411774,220.3889313,206.7872009,207.7705688,213.045578,221.6866608,215.3683624,187.1889496,217.6637573,211.2057037,189.6493988,209.0066528,208.9860077,215.2328186,205.6061859,210.5104065,198.6034393,227.0052795,202.0047302,231.4340515,203.9375916,237.4087982,226.0767822,228.2872772,215.1039429,211.2753601
A0A2R8QAL3,106.728302,101.9368134,103.9927597,102.7389908,104.4679108,130.9034729,97.86081696,109.41996,112.5122757,112.4853668,102.5913315,105.7503052,112.3312149,111.0344086,96.91067505,100.4989319,107.6023483,117.0263062,100.9980316,96.31884766,105.4991989,109.8329239,91.62001801,114.7457809,106.7730408,106.594368,104.1759415,128.354187,116.2892838,110.0030746,96.17112732,117.7297668
A0A2R8QAR5,446.3408508,407.2704468,392.418335,394.8818054,386.8914795,446.5449524,339.7287292,431.8414307,452.4095764,459.4623413,409.3700562,376.1231995,314.1454468,428.7599487,461.1652527,409.6282959,374.8034668,451.5984192,388.6207581,350.5696411,423.3735962,364.5004883,378.8802185,452.4286499,459.0319519,390.8104248,416.140564,452.6001587,391.4566345,410.7750854,416.9578247,361.604126
A0A2R8QAU3,49.03742218,53.96110153,63.14970779,47.01237869,57.9367485,71.4052887,57.49179459,46.11066818,74.50033569,50.49620438,59.63004684,60.5617485,41.66973495,57.33098221,52.81600189,52.82752228,37.40939331,26.50849342,44.83893585,49.30532455,40.45871735,35.07103348,52.394207,85.64221954,56.71428299,55.06518555,63.24836349,71.39779663,51.98352432,68.16278076,49.26322174,44.6266098
A0A2R8QB65,510.3909607,652.6437988,639.2217407,689.7936401,616.8405151,726.8448486,596.4556274,595.7434082,567.7677002,620.6132202,615.3571777,647.7195435,701.7236938,631.0039673,698.7199097,678.8911743,582.8927612,395.719574,649.4711914,607.6973877,559.9941406,578.6974487,437.3522949,684.7608032,645.7337646,555.5405273,578.9188232,676.1940308,649.65802,661.2717285,569.9081421,582.0062866
A0A2R8QB83,1495.947876,1429.536499,1474.380493,1652.726318,1726.546753,1572.419556,1953.27417,1466.650391,1653.067505,1458.497681,1469.251831,1866.844604,1462.132324,1490.066162,1628.972534,1756.582275,1492.56665,1228.877197,1402.986694,1875.004761,1732.352173,1545.584106,1705.897095,1432.835205,1352.460571,1815.498047,1333.862915,1496.345093,1569.925537,1506.309814,1509.16687,1575.066406
A0A2R8QBC8,NaN,35.00801086,55.68384933,NaN,39.90153503,NaN,62.02932358,NaN,61.95631027,42.07177353,55.33607101,45.54851532,44.94632339,52.96318436,55.21742249,52.51289368,60.7963028,45.16567993,52.64122772,60.20627594,36.04740906,51.80797195,41.69423676,60.85649872,49.79861069,44.72724533,71.98941803,56.30970383,54.74956131,54.44708633,52.58390045,53.54088974
A0A2R8QBK0,130.6661987,163.5408325,156.5191498,151.5639801,154.7372131,168.7850342,126.1394272,136.812149,143.5415192,152.6304321,148.1987152,158.2315216,150.756134,130.9132385,137.1291656,142.4612579,137.012085,130.4988403,145.0060577,128.7915192,124.5849686,128.3907928,123.0537643,139.3630066,128.5030518,130.4382629,132.5157471,176.7925415,141.0891876,132.6674347,133.7404633,156.9393005
A0A2R8QBK4,56.79828262,21.57384872,40.67144012,25.40355492,26.70046043,32.27687454,29.28602409,43.79175949,24.965765,18.81529236,35.51673126,24.25065994,NaN,20.20924187,16.19510841,26.30582237,21.25411224,23.48589134,23.96225357,17.25018501,22.967659,23.30105972,37.65922546,27.21583557,34.70562744,30.36420059,37.74873734,47.65977859,15.739254,38.96514893,19.54703903,26.52898979
A0A2R8QCL8,84.38234711,96.66928101,55.51143265,50.30853271,48.24824142,86.77457428,48.26037979,102.9354477,79.06435394,77.07824707,57.79711151,59.73750305,46.58847427,70.46572876,77.47409058,70.17884827,35.2049942,99.85704803,92.87042999,44.01905441,62.68692017,48.53338623,43.42408371,47.26871109,75.08712769,55.24023819,57.49423218,67.99772644,33.41925812,57.4369812,67.4693222,37.15839386
A0A2R8QCR7,96.20114899,94.97615814,103.0616913,91.05799866,98.2274704,121.541008,88.41147614,92.6543045,113.0235901,85.31268311,106.3973541,95.82939148,103.7425537,104.5660858,97.14041138,104.5048981,88.03239441,116.8135147,93.13162994,108.936058,99.41652679,104.4910965,92.49118042,116.0109711,109.850563,108.7166977,92.83348083,124.306488,105.7036591,105.2906647,86.26190186,107.4537659
A0A2R8QCX6,NaN,13.94750309,14.31084633,17.34220314,NaN,NaN,13.07810688,NaN,16.1383419,9.120750427,13.95554829,28.10515785,NaN,13.09017277,13.30478859,17.24657631,3.683092356,18.39201736,18.98122597,5.955080032,13.74456406,13.81660271,14.59037971,12.91215706,16.12176895,12.64086151,NaN,NaN,NaN,NaN,15.84690189,11.88896656
A0A2R8QCZ8,775.8548584,694.6443481,814.1384888,830.1073608,765.0043945,746.4682617,687.0513916,778.6070557,825.2915039,644.4359131,685.2920532,774.8678589,995.9504395,814.8514404,630.6424561,635.5334473,913.5977783,731.2819824,765.7520752,822.4085693,892.9424438,861.6646729,752.9989624,754.3178711,728.7316895,879.5668335,757.9047241,811.6057129,855.7987671,744.6040649,735.2851563,934.1177979
A0A2R8QDV2,719.7832031,548.6360474,556.1847534,683.3404541,510.2679138,726.7371826,717.9041748,540.9331055,976.0344238,546.081604,561.6378174,507.1782532,541.5056763,651.5374146,900.7674561,598.1647339,557.1323853,606.1443481,549.7609253,875.6312866,856.7540894,553.0714722,733.7533569,509.6633606,869.4478149,941.1653442,815.6567383,522.9573975,896.7996826,713.9539795,676.5442505,742.5606689
A0A2R8QEJ6,688.8620605,671.1889038,673.9318848,731.2805176,702.9870605,788.3051147,686.1428833,711.6644897,717.6066284,680.6141968,720.5552368,740.0959473,719.3400879,691.2096558,663.2352295,667.8218994,715.6548462,666.6769409,630.664856,733.8772583,682.9550171,674.7965698,664.0864868,762.4389038,699.107605,724.6721191,723.1585083,791.4250488,688.8399048,713.4260254,647.5518799,729.1605835
A0A2R8QF68;A0A8M9P836,397.4184265,390.9002075,368.1999512,373.9675903,358.6150208,411.7034302,376.7792969,417.9480286,394.9899292,381.35495,388.3733215,405.6356506,395.8436279,340.348114,366.3537903,371.6151428,378.4970093,350.948761,392.6816101,359.3291931,387.6266479,373.2072144,336.8625183,351.6124268,366.7908936,400.8058472,372.5881348,438.1097717,378.9611816,380.6841125,364.9921875,371.8305359
A0A2R8QFQ6,149.4091187,135.8668518,132.2406158,157.0213165,132.7338104,154.131012,155.9736786,159.1559906,159.0187378,167.346405,160.4932404,142.2266998,153.3926697,156.0704956,148.8936615,137.9104156,132.3523102,141.7913818,145.006897,148.5788422,144.8805084,153.3880768,161.6771088,146.3760223,154.387207,145.7509308,141.0328064,131.7880554,150.568222,147.2828979,146.6644745,176.5349884
A0A2R8QFV4,439.767395,379.7348633,395.1512146,400.6985168,341.6470947,338.8564148,396.2657776,328.5689392,386.125885,324.6227722,344.8012085,395.0915833,405.0342102,397.5896301,392.2567749,407.9852905,441.3514099,272.3074341,348.7586365,385.5515442,390.8421936,375.7631531,381.1138916,395.5502625,379.9983215,322.4494324,386.4978943,427.4460754,412.7261963,363.0757141,371.7818298,430.0064392
A0A2R8QFX4,73.79235077,44.01548767,81.45881653,68.76579285,53.62255859,56.1482811,75.25219727,47.80553818,62.42567062,57.82183075,46.67700577,64.8780899,66.78755188,44.483181,74.36768341,51.84430695,40.12260056,84.50778198,52.88911057,56.24898529,60.84837723,54.42295456,50.83102417,86.30506134,61.89347839,72.58276367,77.10594177,60.56522369,84.69249725,58.95897675,47.6795311,64.5515213
A0A2R8QGA4,458.1056213,250.5836945,249.7880707,302.8360596,207.2141266,322.5782471,487.1307068,273.6874084,611.3449097,271.2914124,636.9243164,265.1498108,215.0725861,204.2807007,436.6549683,236.5980988,233.4427338,204.4126129,223.4929199,585.098999,527.411499,134.0494232,549.3876953,221.7301788,511.7898254,536.8224487,521.173584,233.7346954,499.444458,430.4091187,352.0596008,406.638855
A0A2R8QGC0;X1WER2,162.7532349,175.4510345,149.112915,157.5088348,154.7039337,178.6011353,149.7559052,164.7653809,145.8661041,141.6199036,165.1606293,140.9809723,155.8608551,175.8717651,128.8334656,158.5314636,155.2944183,159.4711914,155.4965057,160.4732666,156.1178131,165.8951263,147.7159424,141.6855164,147.185379,143.1049042,155.0931091,117.44384,151.7834167,160.6806793,140.6768188,150.4109802
A0A2R8QGQ2,NaN,52.88110733,NaN,31.91185188,26.72673416,34.61862564,41.48662567,22.38795471,33.91671371,NaN,22.8992157,43.71531677,NaN,39.83720016,42.71195984,36.14520264,31.16319847,31.86308479,33.21277618,37.73251343,39.37851334,28.7821331,39.47499084,31.67137146,16.86523056,31.86487579,25.03659821,20.35498047,35.39129639,38.37481308,21.88875008,32.28004456
A0A2R8QGS5,115.8868408,123.3752899,102.351265,149.1741333,91.68133545,145.7725677,99.5249939,100.9017487,97.04616547,82.6684494,104.1189728,108.7108459,109.417717,93.87227631,101.9670639,104.0502014,103.0897751,70.42407227,77.88885498,105.3201904,92.24195862,87.3008728,89.83076477,137.5272369,110.3627396,107.2868347,96.62192535,112.0770187,120.1590576,90.68023682,115.3032379,127.1478729
A0A2R8QI48,41.7625351,37.81776428,33.21203232,33.25987625,36.13989258,52.29898453,41.58912277,39.29110718,40.98978043,34.14346695,41.93218994,42.69665146,35.41469193,32.0365448,35.46234131,35.47143173,35.36481476,31.62704277,35.88748932,52.70415497,33.05259323,42.49952698,39.3235054,34.73993301,36.75692368,58.58452225,34.854702,49.58339691,38.91333389,41.8199234,28.55136681,45.47421265
A0A2R8QI61,1122.91333,1226.879517,1212.158691,1221.631104,1279.704712,1087.859131,1074.34668,1210.97522,1061.197754,1059.999268,1090.642578,1145.816162,1259.374146,1283.047363,1223.696045,1119.226074,1165.085083,1215.522583,1151.02124,1059.301025,993.9343872,1056.542114,1117.577393,1126.457275,1018.812378,1153.164185,954.4750366,1048.790894,1062.657593,1238.247803,999.5272217,1107.692261
A0A2R8QI63,20.10253525,NaN,NaN,NaN,37.03364563,NaN,60.72769165,22.88235855,38.91844559,66.96826172,26.55614853,69.09944153,43.08204269,28.77842712,16.60879517,26.72245216,45.92237091,42.79379272,41.34840775,24.69290161,39.85642242,31.39605141,35.8820076,32.12868881,33.43153381,48.85309982,42.87638855,57.07288742,24.35692787,46.49715424,15.11439133,64.96703339
A0A2R8QIV0,57.42021942,61.97377777,53.26978302,65.49344635,49.51773834,45.40959549,43.18064117,55.26228714,55.95512772,50.94180298,55.95592117,54.28123474,56.47722244,43.63106537,48.88014221,52.58846664,53.43343353,61.43226624,51.02163315,46.84706116,54.88341522,50.57136917,48.99462891,20.31403542,55.6810112,48.27060699,55.55870056,50.58242798,47.24192429,58.07582474,48.00484467,66.56302643
A0A2R8QIW0,947.5155029,1045.167236,980.7503052,993.9052124,916.0334473,1098.47583,977.3526611,1035.295776,988.3132324,1044.672729,1021.490662,1048.086182,987.6521606,908.1921387,1025.112671,956.8543701,887.4696655,954.0519409,990.0300903,943.600769,1007.938965,992.7199097,957.9302979,992.3362427,1032.127563,1072.740601,989.4291992,909.6553345,1037.503662,1012.457886,929.4169312,1031.910889
A0A2R8QJH4,1943.44751,1827.328003,1994.161255,2160.634033,2019.547974,2095.792236,2189.652344,1847.647339,2073.161865,2053.754883,1899.072632,1872.092285,2002.780518,2126.965576,2066.774414,2012.259766,2003.217407,1832.749756,1725.1073,2178.189697,2084.808594,2190.509521,2054.644043,2180.173828,2019.168335,1932.089233,2091.400879,2196.135254,1973.475342,2059.994629,2096.033936,2202.450439
A0A2R8QKB1,34.79512787,34.67737579,38.55774689,46.90282822,33.96003342,39.74676514,31.07550621,34.65052032,45.12947845,33.72050858,32.65852737,41.9201088,34.26105118,29.23165512,31.27834702,31.14718437,30.8839798,25.38077354,30.17730904,38.07133102,30.88296509,36.92768097,31.32528877,42.07064819,37.21643066,45.03151703,31.16699409,49.53068924,39.72605133,34.0075264,29.36165428,36.8384552
A0A2R8QKL9,47.2232666,55.23504639,29.33598518,48.57050323,45.7845459,NaN,41.28571701,24.29743958,28.15202904,27.73929214,25.92563629,NaN,47.70175171,22.31990242,52.50279999,44.60886383,22.80825806,52.60825348,19.66222954,46.80330658,26.51895142,32.15990829,50.93437958,45.65243912,27.0269928,36.6241684,49.78458405,NaN,49.5254097,48.47702789,36.45711517,30.72249794
A0A2R8QKX7,80.66166687,66.83620453,71.85504913,58.68377686,64.96599579,83.60630035,57.93003082,66.57942963,73.57350922,50.92734909,58.05190277,63.14191437,59.57656479,65.53388214,62.31761932,60.36856842,60.97649384,68.64590454,68.153862,54.73315811,64.73148346,62.70035172,61.08037949,70.13098145,61.20907974,73.54012299,73.78457642,54.98271561,58.8372879,58.66451645,61.3420105,75.78079224
A0A2R8QLH1,747.3703613,801.7776489,1002.572815,857.4814453,937.0712891,887.5183716,838.3625488,761.7178955,801.3336792,799.2324219,769.6427612,839.5356445,796.140686,817.727356,853.9920044,809.5983887,942.4475708,730.3453369,749.5973511,763.7176514,808.2359619,813.6663208,780.7156372,1013.516174,830.7932129,830.7001953,791.5792236,917.6934204,737.9276733,938.010437,831.3250732,822.6192627
A0A2R8QM07,489.6712341,489.263855,530.3076172,539.1175537,512.9001465,524.4327393,468.9987793,475.0087891,456.3361511,504.1157227,443.9285889,487.6617737,486.0580444,483.9777832,489.2857971,461.868042,510.6601257,369.1714478,438.9466248,456.1887207,461.0662842,462.8266296,470.5704041,518.9810791,465.1343384,496.5611572,461.3634644,521.5401001,476.2867737,494.7676697,494.3647156,538.3995361
A0A2R8QM83,105.8863831,115.7134857,111.7166138,138.3303986,116.08255,97.09619904,103.2694168,102.6926117,127.4176712,113.2645569,120.449501,109.5781097,107.4904785,109.1560974,128.0380402,150.1280975,108.8869705,179.1819153,128.9615631,132.440567,122.6316833,118.9877777,136.2661896,125.2894058,122.0724792,122.583847,138.9059143,147.3803101,116.7725525,137.4124146,127.2639542,146.1246338
A0A2R8QMA3,1397.142944,1281.175781,1417.104004,1415.432617,1412.047974,1175.7854,1295.546875,1197.907227,1223.126953,1094.457153,1152.175049,1156.526489,1169.268433,1217.865234,1407.736206,1319.620239,1341.533447,1162.355103,1283.364624,1441.02771,1352.168945,1261.453491,1325.639404,1280.675415,1228.812012,1279.172241,1245.11499,1263.50293,1239.172485,1248.902832,1306.807983,1335.52478
A0A2R8QMP7,362.302124,364.5889282,388.785675,378.8467712,377.1698914,346.5540161,384.6242065,367.9586182,341.6968994,314.3398438,380.511261,299.8625793,331.8189697,371.9443359,381.5003357,349.6452026,394.8947449,273.9199219,337.7642212,379.9788208,384.296814,337.1049805,424.7695618,289.1306458,345.7652283,356.0053711,327.5255127,292.5351868,375.4695435,355.9326477,374.1332397,326.4447327
A0A2R8QMZ2,123.0820694,125.3717194,102.9488068,146.0438843,125.2761765,145.4070892,98.35102081,136.8031006,108.8077545,122.8859406,123.1777954,125.8095322,141.1376801,136.1919708,116.2062454,120.9479675,105.4803085,119.6292419,106.0179672,108.6279678,125.6129379,123.4921036,123.9943771,125.9792252,128.1423035,121.376236,106.0214615,130.3399963,116.2914963,127.4771729,110.4783859,144.9089813
A0A2R8QN30,83165.05469,94459.85156,95070.88281,97465.73438,95396.82813,91269.97656,61117.57422,95621.60156,57870.21094,83779.07031,88018.96094,81116.33594,86069.80469,73656.64063,52188.36719,92915.59375,96688.04688,59475.25,69244.69531,58032.09375,65679.47656,89413.9375,66739.80469,79420.32813,57567.30469,50908.70313,54807.62109,76035.03906,59609.28125,77135.78906,76495.0625,71852.91406
A0A2R8QNA9;E7FC72,333.1316223,338.9477234,342.4284363,365.6449585,323.6543579,330.0457458,320.2089844,320.8967896,306.95755,320.3919067,339.8347473,324.57724,328.1729126,318.5466614,318.3623962,303.7942505,321.4960632,327.5647278,310.901886,346.963562,315.8716431,330.5939941,307.9801941,319.2426453,303.9578552,327.8934937,320.5574646,320.4377747,311.6055603,323.0706482,314.0953674,339.1618347
A0A2R8QNS5,43.09836197,41.66972351,40.5489502,27.54117775,36.09507751,34.01659775,41.01468277,34.06065369,34.01741791,32.6865921,40.48277283,28.79409599,41.11550522,36.74581909,42.00364304,26.50435448,31.91753578,26.71842194,36.87477493,38.3524437,31.73323822,32.10679626,27.27495193,45.82104111,46.04664612,43.16740799,34.33750153,53.52976227,39.66362,41.72161865,40.28824997,57.0527916
A0A2R8QP51,372.0171204,360.0262146,366.550415,380.720459,363.385498,371.3206177,376.522644,358.5370178,356.3112488,358.9482727,355.9144592,354.9672241,391.7559204,378.3840332,398.6560059,386.1271362,352.109375,318.1391296,338.7620544,365.825531,399.8310547,375.4477539,367.7654419,371.3512573,358.9481812,354.363678,345.6498413,354.7573242,363.6244812,352.6800232,330.17099,364.9304199
A0A2R8QP61,84.62083435,141.3419342,91.89347839,125.153923,78.54141235,117.3224487,112.4785767,82.08460999,89.96381378,123.9294968,61.81887436,109.233757,121.6376648,87.76184845,81.45827484,73.34229279,88.58323669,54.65707779,60.51244736,75.81369019,66.07513428,73.77592468,56.65356445,99.3390274,69.32209778,91.71813202,59.63415146,60.70234299,123.517395,88.97317505,55.0085907,109.097908
A0A2R8QPA3,53.14094543,51.66676331,44.43590546,41.99541092,48.07847595,39.43383026,56.28412247,47.35756683,54.08802795,48.81200027,48.13032913,59.19561386,45.60134888,52.34446335,54.75380707,46.79721451,50.12212372,54.38627625,49.37163925,53.04627991,47.16918945,47.09158325,45.22423935,56.35062408,39.31869888,65.01759338,49.7587738,51.84489822,50.64435577,49.84222794,47.83376312,40.33649445
A0A2R8QPB8,594.8522339,606.211792,614.1660156,599.184021,600.5527344,605.4081421,553.6072388,585.5570068,578.8738403,586.4414063,582.7224731,610.2388306,597.4397583,563.177063,607.6307983,572.4798584,616.4490356,538.661377,535.6563721,561.2391968,558.4960938,558.5653076,538.5418091,587.0977173,535.4674072,591.1575928,569.4318237,611.0332642,580.5523682,583.3306274,583.1099243,587.8012695
A0A2R8QPC3,215.1193237,218.419754,210.0059814,191.2842712,219.1386108,202.1296539,195.3027344,216.0400391,195.2889862,223.8002625,181.8886566,210.8370514,221.1919098,188.2980499,192.9613037,212.7433777,219.5375671,230.5135498,220.0436707,193.2201843,200.1944427,193.4293823,184.0432129,208.5792084,198.3438721,192.7917786,216.8336029,197.9680176,224.468338,226.8570099,235.2736511,227.9833984
A0A2R8QPC9,1355.697876,1150.221802,1314.28894,1443.431396,1317.370483,1224.960693,1258.359863,1167.192261,1082.621704,1098.810913,1123.927979,1135.80835,1063.676392,1174.55127,1228.148193,1222.254028,1253.010254,1250.68042,1097.102905,1232.283081,1124.269775,1316.902832,1262.632568,1225.948975,1096.531006,1061.693604,1051.116455,1047.74939,1060.46814,1216.617188,1173.487061,1215.437866
A0A2R8QPJ6,438.9789124,417.4906616,380.3939514,408.047821,420.3243713,439.903595,419.32901,413.8470459,430.4024353,427.0230103,404.2577209,423.7807617,450.6141663,435.3403931,430.8490295,405.2668152,406.1731567,425.0561829,433.552948,394.4515991,402.6910095,406.522583,420.6398926,446.3538208,469.3406677,472.2392578,450.2296448,438.3011169,452.5166626,425.7128906,424.1862793,412.9620056
A0A2R8QQ99,149.8548889,146.542038,149.0365906,140.0902863,155.7518768,147.8569336,140.5793762,136.7707977,137.5516815,149.4638977,150.6834564,156.2138062,146.3038788,136.5190735,138.8960724,133.739563,147.5477295,144.8955078,149.4230957,144.5791779,139.2079163,142.6888733,137.2502136,148.4567566,148.8826904,146.9057922,138.6942902,150.970108,147.4853516,147.2324829,139.1442261,149.1093903
A0A2R8QQC0,88.03774261,37.77272034,29.47173119,NaN,75.0088501,97.22475433,69.88140106,89.01383209,49.4491539,42.79836273,NaN,NaN,114.5761795,72.36696625,56.25963593,81.42061615,NaN,NaN,83.19177246,72.76985931,74.81233978,50.92591476,90.6287384,45.57046127,94.01113129,50.14960098,58.06692886,99.00543213,NaN,94.99559784,55.26638794,71.42156219
A0A2R8QR93,168.9522552,180.6118774,156.3678131,162.8203278,165.3707886,115.6625137,204.271347,193.7024231,168.8939362,157.6005707,144.0895538,122.2695694,184.1676941,185.8598633,190.3250275,182.7475128,151.4774475,185.2600403,181.1966705,184.7102203,149.8940582,183.6164246,173.181015,151.7844391,154.9283447,125.6858139,157.4365692,160.2035217,171.7326508,148.6780396,145.0744476,181.6122437
A0A2R8QRA7,178.1847839,192.6338654,176.1254425,175.9968262,127.8463974,161.1782532,150.640686,157.544754,141.0933228,172.4235382,172.7720032,162.7200165,134.042511,138.5334473,156.2750397,141.131546,167.0835266,131.3364105,174.4884491,135.3614197,138.5951233,167.6678162,169.9920349,179.5859222,169.8656464,181.3164673,149.3956299,168.1156769,140.962265,146.6532135,154.3484955,178.9337463
A0A2R8QST4,136.0907135,107.0107498,115.8637619,95.53016663,95.47853851,76.17884064,118.5168686,98.01641846,124.8646317,79.63664246,99.16083527,142.7229614,95.99514008,95.24027252,107.4735489,98.48129272,99.13101196,108.0112991,100.8993683,99.41856384,101.1738968,81.74250031,111.6131668,133.7509155,106.0983276,117.313736,111.8988419,136.2182007,81.23225403,119.5226593,122.3442154,106.1647339
A0A2R8QTN3,298.8183289,279.7101746,197.1764679,309.6313477,312.7299805,216.6016541,238.6772461,250.0619202,240.759201,295.5602417,225.1799164,255.079071,186.2206726,219.4086151,258.6485901,337.2039795,311.9401245,208.1835175,224.7507019,253.0881195,273.2458496,309.1643372,271.9864502,215.1389008,266.942627,218.2479553,337.5193787,339.0127869,234.776001,222.0015869,247.4958496,295.4540405
A0A2R8QTX4,820.5317993,800.6999512,805.1169434,853.2655029,730.6387939,853.6018066,866.1687012,855.7426147,835.9182129,985.3059082,879.2526245,815.9910278,777.7181396,803.0466919,928.364563,842.9284668,873.5649414,711.8127441,835.9472656,858.1392822,857.4586182,799.887085,850.4935303,860.6239624,840.1912842,893.7176514,857.8098145,717.5629883,805.2613525,932.7305908,846.7046509,875.6356201
A0A2R8RHK7,40.78302765,57.20951462,61.33236313,119.775383,56.8417244,90.67203522,51.4297142,69.41320801,84.94017792,75.81970215,100.1998367,87.60028839,43.36680603,61.01218033,53.47309113,50.84510422,60.22431946,65.00437164,48.8680954,73.00110626,68.86193848,58.06523895,57.23685455,40.21794128,38.58721924,47.78092957,75.1472702,44.94862747,46.45417404,79.21515656,36.10103989,72.06725311
A0A2R8RHL8,139.3999023,146.1354523,143.3127747,163.8084717,138.4319763,153.5023346,146.4195709,141.5317688,150.3264465,152.5820007,140.4489899,153.9782562,145.1645966,130.8230896,146.02948,144.8022614,136.9306335,144.9380798,145.699646,131.6052246,134.8692474,148.8974915,143.0161438,150.2022552,148.7704315,151.7488251,152.7924194,159.9430084,142.9953308,145.9671783,145.9091187,147.0693054
A0A2R8RI02,45.1326561,30.1378994,26.88996124,23.34289551,44.40014648,33.83180618,48.77310562,45.90670776,53.11421967,38.31186676,45.5250206,41.70051956,37.71774673,44.15945816,NaN,49.74762726,37.1304245,42.828022,39.42125702,36.22829437,42.48319626,47.21522141,38.00120926,48.1485405,46.10816956,23.30827332,39.06587601,22.64134979,38.79189301,39.54580307,38.31943512,44.42140579
A0A2R8RJ22,117.545639,111.7945328,129.0488892,134.7913513,110.4384995,118.1242905,125.8923874,109.0030136,114.3780746,143.3462982,113.2581863,113.4645462,141.3394775,118.5405502,131.4013367,131.0645142,149.478775,107.5310211,113.716423,121.4540787,128.967865,123.6394501,117.3723145,130.2801056,116.8943634,115.2313614,90.97113037,113.6305389,108.7914963,123.7654648,105.3428726,123.8932648
A0A2R8RJF0,61.52804565,42.32449722,52.06828308,67.013237,62.93416977,66.91906738,66.90690613,53.40644455,31.37955475,34.96432495,47.28829193,31.14230347,61.77444839,42.08440781,52.98485947,62.38670731,63.84865952,38.52938843,44.52922821,60.28547668,42.42036438,47.21177673,60.09494781,38.84129333,44.9702301,48.43257141,44.67174149,37.57582092,36.05856323,53.80813217,48.9744606,56.35198975
A0A2R8RJH6,537.7456665,565.6896973,541.5629272,561.8130493,577.7907715,565.4730835,497.9058228,544.1808472,534.4835815,474.4428711,530.4525757,562.9364014,503.6186523,550.671936,548.2424316,513.9577026,566.956665,486.2889709,537.2236328,570.3129272,528.4894409,489.242981,536.2191162,520.9644775,526.4665527,525.4257813,502.7861328,553.2075195,499.6891479,518.5421143,530.8867188,608.0984497
A0A2R8RJY3,1007.591797,950.6768188,988.8642578,1009.645447,927.6419067,908.9725952,785.0340576,1059.766357,881.7027588,878.980835,935.7608032,830.774231,849.5473633,892.15802,1015.868286,943.8759155,927.5384521,914.1367188,989.4661255,898.0810547,835.7149048,900.1644897,832.0551758,973.00177,907.7445679,847.9795532,890.5487671,915.5680542,876.3291626,878.9859009,916.3708496,966.8010864
A0A2R8RKX9,2042.10376,2002.843628,1959.408569,2147.885254,2242.02124,2205.531738,2035.082764,2136.285889,1981.569214,1975.077271,2075.73999,1930.93689,2242.325684,1986.298584,1872.183105,2054.984131,1918.135498,1549.219727,1843.37793,1881.194946,1983.459717,1951.416016,1886.175903,2201.059814,1899.914917,2049.298828,1983.151123,2028.353149,2106.62207,1875.174805,1987.925659,2064.223877
A0A2R8RL21,23.10810661,23.90130234,30.64707756,26.23567009,36.67913437,61.66629028,31.43165398,37.33483887,16.10780716,24.43917084,NaN,36.16615677,43.26198959,22.93673515,29.59223175,32.56246948,24.16942406,28.02722549,27.28124809,31.4650383,14.86216927,18.49312973,15.29439354,35.59560394,17.45774078,44.97020721,24.17482376,31.29239464,25.93638229,20.91530991,32.95918274,32.23323059
A0A2R8RME3,74.8735733,60.27920532,70.44368744,102.5672684,59.8646698,84.55880737,71.29768372,53.60355377,57.48179626,65.19273376,65.97465515,67.69913483,86.42754364,72.2521286,70.45681763,68.76091766,69.97675323,66.8739624,79.38167572,56.40265656,71.44637299,68.16606903,72.16030121,101.4282761,80.35332489,61.0510788,96.76106262,66.50702667,61.46347046,79.46382141,67.47783661,80.61545563
